1,0.000001
1,0.000001
1,0.000001
10,0.000002
10,0.000002
10,0.000001
100,0.000004
100,0.000003
100,0.000003
1000,0.000026
1000,0.000026
1000,0.000025
10000,0.000272
10000,0.000275
10000,0.000277
100000,0.002717
100000,0.002707
100000,0.002636
1000000,0.025373
1000000,0.024014
1000000,0.024088
