1,0.000001
1,0.000001
1,0.000000
10,0.000000
10,0.000001
10,0.000001
100,0.000010
100,0.000013
100,0.000009
1000,0.000619
1000,0.000620
1000,0.000620
10000,0.055905
10000,0.051984
10000,0.051798
100000,5.248290
100000,5.106567
100000,5.152035
1000000,548.267988
1000000,539.675321
1000000,530.595463
